Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AL,Int,Wis,Cha,Ego,Communication,Senses,Powers,MagicItems,FullText,Destruction,MinorArtifactFlag,MajorArtifactFlag,Abjuration,Conjuration,Divination,Enchantment,Evocation,Necromancy,Transmutation,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,LinkText,id,Mythic,LegendaryWeapon,Illusion,Universal,Scaling,IsIntelligentItem
Scroll of Squeeze,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Blood Money,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Covetous Aura,,9,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
Scroll of Wall of Iron,,11,none,,, 30 hp/four levels; can topple onto foes.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of Instant Enemy,,5,none,,,Target is treated as a favored enemy type of your choice.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,525.0,,,,,,,,,,,
Scroll of Bed Of Iron,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Carry Companion,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Emblazon Crest,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Knight's Calling,,1,none,,,Forces target to move toward you and fight you.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Serren's Armor Lock,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Serren's Swift Girding,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Irriseni Mirror Sight,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Wall Of Thorns,,9,none,,, Thorns damage anyone who tries to pass.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
Scroll of Determine Depth,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Memory Lapse,,1,none,,,Subject forgets events back to last turn.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Familiar Figment,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Hunter's Friend,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Share Shape,,7,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Flurry Of Snowballs,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Web,,3,none,,, Fills 20-ft.-radius spread with sticky spiderwebs that can grapple foes and impair movement.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Retrieve Item,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Summon Elemental Steed,,17,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3825.0,,,,,,,,,,,
Scroll of Create Holds,,7,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Discern Value,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Tactical Insight,,11,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,2400.0,,,,,,,,,,,
Scroll of Corpse Hammer,,7,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Acid Pit,,7,none,,,Creates a pit with a layer of acid on the bottom.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Frosthammer,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Aqueous Orb,,5,none,,,Creates rolling sphere of water.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Arrow Eruption,,3,none,,,Creates duplicates of an arrow used to kill a creature in the previous round.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Pied Piping,,11,none,,,Compel similar creatures to follow you.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,2400.0,,,,,,,,,,,
Scroll of Rally Point,,1,none,,,Square gives good creatures bonuses.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Righteous Vigor,,5,none,,,Boosts attack bonus with each hit.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Bard's Escape,,9,none,,,You and allies escape an emergency by teleporting to safety.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1625.0,,,,,,,,,,,
Scroll of Blaze of Glory,,7,none,,,"Last stand cures good creatures, hurts evil.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,
Scroll of Blightburn Weapon,,7,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
Scroll of Chameleon Scales,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,
Scroll of Enlarge Tail,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Bow Spirit,,7,none,,,Summons an invisible spirit that fires your arrows for you as a swift action.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,
Scroll of Shadow Dragon Aspect,,7,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Strip Scales,,9,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Clashing Rocks,,17,none,,,20d6 damage to target creature.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3825.0,,,,,,,,,,,
Scroll of Shared Wrath,,7,none,,,"As wrath, but affects multiple creatures.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Stay the Hand,,7,none,,,Subject cannot attack with melee weapon.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,
Scroll of Renovation,,9,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Create Pit,,3,none,,,Creates an extradimensional pit.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Stunning Finale,,9,none,,,Stuns 3 creatures for 1 round.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1625.0,,,,,,,,,,,
Scroll of Tectonic Communion,,13,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,2275.0,,,,,,,,,,,
Scroll of Draconic Suppression,,9,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
Scroll of Dragonvoice,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Erode Defenses,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Gravity Well,,11,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
Scroll of Illusory Hoard,,7,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
Scroll of Cauterizing Weapon,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Wrath,,1,none,,,+1 attack and damage against target creature.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Wall Of Light,,9,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
Scroll of Blood Song,,7,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,
Scroll of Dust Of Twilight,,3,none,,,Black particles extinguish light sources.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Steal Book,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Anti-Summoning Shield,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Righteous Blood,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Telepathic Censure,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Wartrain Mount,,1,none,,,Animal gains the combat training general purpose.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Geyser,,9,none,,,Creates a geyser of boiling water.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Grove of Respite,,7,none,,,Creates trees and a small spring.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Hero's Defiance,,1,none,,,Allows the use of lay on hands while falling unconscious.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Hungry Pit,,9,none,,,"As create pit, but dealing 4d6 damage to those in it as it closes.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
Scroll of Jester's Jaunt,,5,none,,,Teleport target within 30 ft. of itself.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,525.0,,,,,,,,,,,
Scroll of Borrowed Time,,11,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of King's Castle,,7,none,,,Instantly switch places with a single ally.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,
Scroll of Imbue With Flight,,7,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Protective Spirit,,3,none,,,Protects from attacks of opportunity.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Accursed Glare,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Share Skin,,11,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
"Scroll of Share Skin, Greater",,15,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Blood Boil,,9,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
Scroll of Rune Of Jandelay,,17,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3825.0,,,,,,,,,,,
Scroll of Purging Finale,,5,none,,,Removes one negative effect.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,525.0,,,,,,,,,,,
Scroll of Purified Calling,,7,none,,,Eidolon summoned is fully healed.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Rampart,,13,none,,,Creates 5-ft.-thick earthen barrier.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,2275.0,,,,,,,,,,,
"Scroll of Rejuvenate Eidolon, Lesser",,1,none,,,Eidolon cured 1d10 damage +1/level (max +5).,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Bite the Hand,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
"Scroll of Harrowing, Greater",,11,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of Rejuvenate Eidolon,,5,none,,,"As lesser rejuvenate eidolon, but cures 3d10 damage +1/level (max +10).",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
"Scroll of Rejuvenate Eidolon, Greater",,9,none,,,"As lesser rejuvenate eidolon, but cures 5d10 damage +1/level (max +20).",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Possession Trap,,9,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
Scroll of Empower Holy Water,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Resurgent Transformation,,9,none,,,Gain second wind when close to death.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Reviving Finale,,5,none,,,Allies cured 2d6 damage.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,525.0,,,,,,,,,,,
"Scroll of Bite the Hand, Mass",,11,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of Blade Snare,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Sequester Thoughts,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
Scroll of Martial Marionette,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,525.0,,,,,,,,,,,
Scroll of Seamantle,,15,none,,,Sheathes you in protective water.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,
Scroll of Pugwampi's Grace,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Companion Mind Link,,5,none,,,"You can talk with your animal companion, and can handle it with supernatural ease.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Slipstream,,3,none,,,Wave boosts creature’s speed.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Languid Bomb Admixture,,9,none,,,Empowers bombs you throw to cause fatigue in those directly hit or splashed by the bomb.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Lose The Trail,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Solid Note,,1,none,,,Creates tangible music note.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Night Of Blades,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Spiked Pit,,5,none,,,"As create pit, but filled with spikes.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Stone Call,,3,none,,,2d6 damage to all creatures in area.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Litany Of Eloquence,,3,none,,,Fascinates a single creature for 1 round.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Stumble Gap,,1,none,,,Small hole trips creatures.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Litany Of Madness,,7,none,,,A single target is confused for at least 1 round.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Litany of Sloth,,1,none,,,Single target cannot make attacks of opportunity for 1 round.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Numerological Evocation,,5,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Spectral Saluqi,,11,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of Detect Metal,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Summon Eidolon,,3,none,,,Instantly summons your eidolon for duration of spell.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Technomancy,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Tsunami,,17,none,,,Huge wave damages and sweeps up all in its path.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3825.0,,,,,,,,,,,
Scroll of Resounding Clang,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Sabotage Construct,,9,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of Antitech Field,,11,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of Destroy Robot,,9,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
Scroll of Vomit Swarm,,3,none,,,Produces a spider swarm that fights for you.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Rebuke Technology,,7,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Wall of Lava,,15,none,,,"Wall damages foes that try to enter, periodically launches lava at nearby targets.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,
Scroll of Acidic Spray,,9,none,,,1d6/level acid damage plus 1 round of acid.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
Scroll of Beastspeak,,3,none,,,Speak normally while in animal form.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Cosmic Ray,,9,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of Gravity Sphere,,11,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
Scroll of Aggressive Thundercloud,,3,none,,,Flying storm cloud deals 3d6 electricity damage.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
"Scroll of Aggressive Thundercloud, Greater",,7,none,,,Flying storm cloud deals 6d6 electricity damage.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Air Geyser,,5,none,,,Blast of air deals 2d6 bludgeoning damage and knocks opponent upward.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Alter Musical Instrument,,1,none,,,Make one instrument sound like a different kind of instrument.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Banshee Blast,,11,none,,,Cone deals 1d4 per level and panics creatures.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of Barrow Haze,,5,none,,,Fog obscures the vision of others and extends the range of your hexes.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Enemy Insight,,3,none,,,Grant others a bonus against your favored enemies.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Bestow Auras,,5,none,,,Transfer your paladin or antipaladin auras to another creature.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,525.0,,,,,,,,,,,
Scroll of Blade Lash,,1,none,,,Use your weapon like a whip to trip an opponent.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Blazing Rainbow,,11,none,,,Create bow with brilliant energy arrows or a bridge that helps allies and hinders opponents.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of Blood Sentinel,,5,none,,,Animate an animal sculpture to be your temporary familiar.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Body Capacitance,,1,none,,,Store electricity attacks used against you and release the energy as a touch attack.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
"Scroll of Chameleon Stride, Greater",,5,none,,,"As chameleon strideAPG, but affecting all nearby creatures.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,525.0,,,,,,,,,,,
Scroll of Ash Storm,,5,none,,,Hamper vision and movement.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Companion Life Link,,3,none,,,Sense whenever your companion is wounded and call out to it in a time of need.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Creeping Ice,,7,none,,,Sheet of ice slowly spreads outward on a horizontal surface.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Disable Construct,,5,none,,,Touch attack makes a construct helpless for 1 round/level.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Sense Spirit Magic,,1,none,,,Gain bonuses on identifying and resisting spells associated with your spirits.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Blood Mist,,15,none,,,Mist causes Wisdom damage and rage.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,
Scroll of Familiar Double,,13,none,,,"As project image, but the image follows your familiar.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
"Scroll of Flaming Sphere, Greater",,7,none,,,Rolling ball of fire deals 6d6 fire damage and ignites targets.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Flexible Fury,,5,none,,,Swap one rage power for another.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,525.0,,,,,,,,,,,
Scroll of Burst of Nettles,,5,none,,,Burst deals 3d6 damage and 1d6 acid.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Gentle Breeze,,1,none,,,"Light wind protects one target from clouds, gases, heat, and vapors.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Heart Of The Metal,,5,none,,,"Enable weapons to overcome DR like adamantine, cold iron, or silver.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Heightened Reflexes,,3,none,,,Each ally in area gains a +10 bonus on one Reflex save.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Hex Glyph,,5,none,,,Inscription casts your hex on those who pass it.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
"Scroll of Hex Glyph, Greater",,9,none,,,Inscription casts your hex or major hex on those who pass it.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Hex Vulnerability,,1,none,,,Reuse a hex on a specific target.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Line In The Sand,,1,none,,,Increase your attacks of opportunity per round.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
"Scroll of Longstrider, Greater",,5,none,,,"As longstrider, plus the speeds of other movement modes increase.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Magnifying Chime,,11,none,,,Touched object deals increasing sonic damage each round.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,2400.0,,,,,,,,,,,
Scroll of Mirror Polish,,1,none,,,Polish a metal item until it’s usable as a mirror.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Molten Orb,,3,none,,,Molten metal splash weapon deals 2d6 fire damage plus ongoing damage.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Cape Of Wasps,,7,none,,,Wasp swarm defends or carries you.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Scroll of Caustic Eruption,,13,none,,,Burst deals 1d6 acid/level and lingers.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,2275.0,,,,,,,,,,,
Scroll of Corrosive Consumption,,9,none,,,Acidic patch damages an opponent.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
Scroll of Corrosive Touch,,1,none,,,Touch attack deals 1d4 acid/level.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Phantom Blood,,1,none,,,Gain temporary hp if Con loss would knock you out or kill you.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Terrain Bond,,7,none,,,Treat the terrain you are in as a favored terrain for the spell's duration.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,
Scroll of Polymorph Familiar,,5,none,,,Give your familiar the shape of another animal.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Repair Undead,,1,none,,,Heals one undead of 1d8 hp + 1/level (max +5).,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
"Scroll of Repair Undead, Mass",,9,none,,,Heals undead of 1d8 hp + 1/level; affects 1 undead/level.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,,,,,,
Scroll of Eagle Aerie,,11,none,,,Summon 1 giant eagle/3 levels.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of Wild Instinct,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Shield Companion,,3,none,,,"As shield other, but affecting your companion creature.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Sickening Entanglement,,3,none,,,"As entangle, but plants have sickening sap.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Ice Crystal Teleport,,11,none,,,"Target is frozen, then teleported.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of Icicle Dagger,,1,none,,,Masterwork ice dagger deals +1 cold damage.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Sonic Form,,11,none,,,Turn yourself into a creature of semisolid sound.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,,,,,,,,,,
Scroll of Stench Of Prey,,5,none,,,Predatory animals must successfully save or attack the target.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Mad Monkeys,,5,none,,,Summon a swarm of mischievous monkeys.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
