name,spellLevel,shortDescription,"Cleric, Druid, Wizard Scroll Cost",Sorcerer Scroll Cost,Bard Scroll Cost,"Paladin, Ranger Scroll Cost",Lowest Scroll Cost
Scroll of Positive Pulse,"cleric/oracle 1, inquisitor 1, paladin 1, shaman 1, sorcerer/wizard 1, spiritualist 1, summoner 1, witch 1",Energy harms undead or bolsters the living.,25.0,25.0,0.0,25.0,25.0
Scroll of Keyhole,"cleric/oracle 1, sorcerer/wizard 1, witch 1",,25.0,25.0,0.0,0.0,25.0
"Scroll of Detect Magic, Greater","bard 2, cleric/oracle 2, druid 2, inquisitor 2, magus 2, medium 2, mesmerist 2, occultist 2, psychic 2, shaman 2, sorcerer/wizard 2, spiritualist 2, summoner/unchained summoner 2, witch 2","As detect magic, but learn more information.",150.0,200.0,200.0,0.0,150.0
Scroll of Calm Emotions,"bard 2, cleric/oracle 2, inquisitor 2, shaman 2, occultist 2, psychic 2, mesmerist 2","Calms creatures, negating emotion effects.",150.0,0.0,200.0,0.0,150.0
Scroll of Enthrall,"bard 2, cleric/oracle 2, witch 2, inquisitor 2, shaman 2, psychic 2, mesmerist 2",Captivates all within 100 ft. + 10 ft./level.,150.0,0.0,200.0,0.0,150.0
Scroll of Hold Person,"bard 2, cleric/oracle 2, sorcerer/wizard 3, witch 2, inquisitor 2, antipaladin 2, bloodrager 3, shaman 2, occultist 3, psychic 2, mesmerist 2, medium 2",Paralyzes one humanoid for 1 round/level.,150.0,450.0,200.0,0.0,150.0
Scroll of Zone of Truth,"cleric/oracle 2, paladin 2, witch 2, inquisitor 2, psychic 2, medium 2",Subjects within range cannot lie.,150.0,0.0,0.0,200.0,150.0
Scroll of Compassionate Ally,"bard 2, cleric/oracle 2, sorcerer/wizard 2, psychic 2, mesmerist 2, medium 2",Target is compelled to help injured ally.,150.0,200.0,200.0,0.0,150.0
Scroll of Know Peerage,"bard 1, cleric/oracle 2, inquisitor 2, medium 1, mesmerist 2, occultist 2, paladin 1, psychic 2, sorcerer/wizard 2",Target uses your Knowledge (nobility) ranks.,150.0,200.0,25.0,25.0,25.0
Scroll of Delay Pain,"bard 2, cleric/oracle 2, inquisitor 2, sorcerer/wizard 2, witch 2, bloodrager 2, psychic 2, mesmerist 2",Ignore pain for 1 hour/level.,150.0,200.0,200.0,0.0,150.0
Scroll of Bestow Weapon Proficiency,"alchemist 2, antipaladin 2, cleric/oracle 2, magus 2, inquisitor 2, paladin 2, sorcerer/wizard 2, witch 2, occultist 2, psychic 2, medium 2",Grants a creature proficiency in a single weapon for short period of time.,150.0,200.0,0.0,200.0,150.0
Scroll of Intensify Psyche,"bard 1, cleric/oracle 2, medium 2, mesmerist 1, psychic 2, sorcerer/wizard 2, spiritualist 2, witch 2",,150.0,200.0,25.0,0.0,25.0
Scroll of Mortal Terror,"antipaladin 2, bard 2, cleric/oracle 2, inquisitor 2, mesmerist 2, psychic 2, shaman 2, sorcerer/wizard 2, witch 2",,150.0,200.0,200.0,0.0,150.0
Scroll of Aid,"cleric/oracle 2, inquisitor 2, alchemist 2, shaman 2, spiritualist 2, medium 2"," +1 on attack rolls and saves against fear, 1d8 temporary hp +1/level (max +10).",150.0,0.0,0.0,0.0,150.0
Scroll of Night Blindness,"antipaladin 1, bard 1, bloodrager 1, cleric/oracle 2, mesmerist 1, psychic 1, shaman 2, sorcerer/wizard 1, spiritualist 2, witch 1",,25.0,25.0,25.0,0.0,25.0
Scroll of Stalwart Resolve,"alchemist 2, cleric/oracle 2, inquisitor 1, paladin 1, witch 2",,150.0,0.0,0.0,25.0,25.0
Scroll of Blessing Of Luck And Resolve,"cleric/oracle 2, inquisitor 2, paladin 2",,150.0,0.0,0.0,200.0,150.0
Scroll of Touch Of Mercy,"bard 2, cleric/oracle 2, sorcerer/wizard 2",,150.0,200.0,200.0,0.0,150.0
Scroll of Vexing Miscalculation,"cleric/oracle 2, inquisitor 2, witch 2",,150.0,0.0,0.0,0.0,150.0
Scroll of Compel Tongue,"bard 1, cleric/oracle 2, druid 2, medium 2, mesmerist 2, sorcerer/wizard 2, witch 2",,150.0,200.0,25.0,0.0,25.0
Scroll of Hold Fey,"bard 2, cleric/oracle 2, inquisitor 2, sorcerer/wizard 3, witch 2",,150.0,450.0,200.0,0.0,150.0
Scroll of Sense Fear,"antipaladin 1, bloodrager 1, cleric/oracle 2, druid 2, inquisitor 2, medium 1, mesmerist 2, occultist 2, psychic 2, ranger 2, shaman 2, spiritualist 2, witch 2"," Perceive nearby creatures that are experiencing fear.",150.0,0.0,0.0,200.0,150.0
Scroll of Bear's Endurance,"cleric/oracle 2, druid 2, ranger 2, sorcerer/wizard 2, summoner/unchained summoner 2, alchemist 2, magus 2, bloodrager 2, shaman 2, psychic 2, medium 2",Subject gains +4 to Con for 1 min./level.,150.0,200.0,0.0,200.0,150.0
Scroll of Bull's Strength,"cleric/oracle 2, druid 2, paladin 2, sorcerer/wizard 2, summoner/unchained summoner 2, alchemist 2, antipaladin 2, magus 2, bloodrager 2, shaman 2, psychic 2, medium 2",Subject gains +4 to Str for 1 min./level.,150.0,200.0,0.0,200.0,150.0
Scroll of Eagle's Splendor,"bard 2, cleric/oracle 2, paladin 2, sorcerer/wizard 2, alchemist 2, summoner/unchained summoner 2, antipaladin 2, bloodrager 2, shaman 2, psychic 2, mesmerist 2, medium 2",Subject gains +4 to Cha for 1 min./level.,150.0,200.0,200.0,200.0,150.0
Scroll of Sense Madness,"cleric/oracle 2, inquisitor 2, medium 2, occultist 2, paladin 2, psychic 2"," Determine mental disturbances in nearby creatures.",150.0,0.0,0.0,200.0,150.0
Scroll of Make Whole,"cleric/oracle 2, sorcerer/wizard 2, occultist 2, psychic 2",Repairs an object.,150.0,200.0,0.0,0.0,150.0
Scroll of Owl's Wisdom,"cleric/oracle 2, druid 2, paladin 2, ranger 2, sorcerer/wizard 2, alchemist 2, summoner/unchained summoner 2, shaman 2, psychic 2, medium 2",Subject gains +4 to Wis for 1 min./level.,150.0,200.0,0.0,200.0,150.0
Scroll of Resist Energy,"alchemist 2, cleric/oracle 2, druid 2, inquisitor 2, paladin 2, ranger 1, sorcerer/wizard 2, summoner/unchained summoner 2, bloodrager 2, shaman 2, occultist 2, psychic 2, spiritualist 2",Ignores 10 (or more) points of damage/attack from specified energy type.,150.0,200.0,0.0,25.0,25.0
Scroll of Shatter,"bard 2, cleric/oracle 2, sorcerer/wizard 2, magus 2, bloodrager 2, occultist 2, psychic 2",Sonic vibration damages objects or crystalline creatures.,150.0,200.0,200.0,0.0,150.0
Scroll of Shield Other,"cleric/oracle 2, paladin 2, inquisitor 2, psychic 2",You take half of subject’s damage.,150.0,0.0,0.0,200.0,150.0
Scroll of Silence,"bard 2, cleric/oracle 2, inquisitor 2, antipaladin 2, psychic 2, mesmerist 2",Negates sound in 20-ft. radius.,150.0,0.0,200.0,0.0,150.0
Scroll of Locate Portal,"bard 2, cleric/oracle 2, druid 2, psychic 2, ranger 1, shaman 2, sorcerer/wizard 2, summoner/unchained summoner 2, witch 2",,150.0,200.0,200.0,25.0,25.0
Scroll of Undetectable Alignment,"bard 1, cleric/oracle 2, paladin 2, alchemist 2, inquisitor 2, antipaladin 2, psychic 2, mesmerist 1",Conceals alignment for 24 hours.,150.0,0.0,25.0,200.0,25.0
Scroll of Boiling Blood,"bard 2, cleric/oracle 2, sorcerer/wizard 2, witch 2, bloodrager 2, psychic 2",Targets take fire damage; orcs get +2 Strength.,150.0,200.0,200.0,0.0,150.0
Scroll of Disfiguring Touch,"cleric/oracle 2, sorcerer/wizard 2, witch 2, bloodrager 2, occultist 2, psychic 2, mesmerist 2, spiritualist 2",Target becomes disfigured.,150.0,200.0,0.0,0.0,150.0
Scroll of Protective Penumbra,"cleric/oracle 2, sorcerer/wizard 2, witch 2, occultist 2, psychic 2, spiritualist 2",Shadow protects the target from light.,150.0,200.0,0.0,0.0,150.0
"Scroll of Ant Haul, Communal","alchemist 2, cleric/oracle 2, druid 2, ranger 2, sorcerer/wizard 2, summoner/unchained summoner 2, occultist 2, psychic 2","As ant haul, but you may divide the duration among creatures touched.",150.0,200.0,0.0,200.0,150.0
Scroll of Effortless Armor,"cleric/oracle 2, inquisitor 2, magus 2, paladin 2, ranger 2, occultist 2, psychic 2",Armor you wear no longer slows your speed.,150.0,0.0,0.0,200.0,150.0
"Scroll of Endure Elements, Communal","alchemist 3, cleric/oracle 2, druid 2, paladin 2, ranger 2, sorcerer/wizard 2, psychic 2","As endure elements, but you may divide the duration among creatures touched.",150.0,200.0,0.0,200.0,150.0
Scroll of Pilfering Hand,"bard 2, cleric/oracle 2, magus 2, sorcerer/wizard 2, occultist 2, psychic 2, mesmerist 2, spiritualist 2, medium 2",You may seize an object or manipulate it from afar.,150.0,200.0,200.0,0.0,150.0
Scroll of Savage Maw,"antipaladin 1, cleric/oracle 2, druid 2, inquisitor 2, magus 2, ranger 1, psychic 2",,150.0,0.0,0.0,25.0,25.0
Scroll of Ancestral Regression,"alchemist 2, antipaladin 3, cleric/oracle 2, sorcerer/wizard 3, witch 2, psychic 2",,150.0,450.0,0.0,0.0,150.0
Scroll of Blood Blaze,"alchemist 2, antipaladin 1, cleric/oracle 2, magus 2, sorcerer/wizard 2, witch 2, bloodrager 2, psychic 2",,150.0,200.0,0.0,0.0,150.0
Scroll of Life Pact,"cleric/oracle 2, shaman 2, sorcerer/wizard 2, witch 2, psychic 2, spiritualist 2",Affected creatures automatically donate hp to stabilize fallen ally.,150.0,200.0,0.0,0.0,150.0
Scroll of Muffle Sound,"bard 2, cleric/oracle 2, inquisitor 2, psychic 2, mesmerist 2",Allies gain a bonus on Stealth checks but risk verbal spell failure.,150.0,0.0,200.0,0.0,150.0
Scroll of Shield Of Fortification,"cleric/oracle 2, inquisitor 1, paladin 1, psychic 2",Target gains a 25% chance to treat critical hits and sneak attacks as normal hits.,150.0,0.0,0.0,25.0,25.0
Scroll of Silent Table,"bard 2, cleric/oracle 2, sorcerer/wizard 2, witch 2, psychic 2, mesmerist 2",Give yourself privacy by muffling sound.,150.0,200.0,200.0,0.0,150.0
Scroll of Ironskin,"alchemist 2, antipaladin 2, bloodrager 2, cleric/oracle 2, druid 2, paladin 2, ranger 2, witch 2, psychic 2",,150.0,0.0,0.0,200.0,150.0
Scroll of Blood In The Water,"cleric/oracle 2, sorcerer/wizard 2, psychic 2, mesmerist 2",,150.0,200.0,0.0,0.0,150.0
Scroll of Amplify Stench,"cleric/oracle 2, druid 2, shaman 2, sorcerer/wizard 2, psychic 2",,150.0,200.0,0.0,0.0,150.0
Scroll of Ghost Whip,"cleric/oracle 2, inquisitor 2, magus 2, occultist 2, psychic 2, sorcerer/wizard 2, spiritualist 2, witch 2",Create a ghost touch whip that passes through objects.,150.0,200.0,0.0,0.0,150.0
Scroll of First World Revisions,"alchemist 2, antipaladin 3, cleric/oracle 2, medium 2, psychic 2, sorcerer/wizard 3, witch 2",,150.0,450.0,0.0,0.0,150.0
Scroll of Fear The Sun,"antipaladin 1, bloodrager 1, cleric/oracle 2, druid 2, inquisitor 2, occultist 2, psychic 2, shaman 2, sorcerer/wizard 2, witch 2",,150.0,200.0,0.0,0.0,150.0
Scroll of Enchantment Sight,"alchemist 2, bard 2, cleric/oracle 2, inquisitor 2, medium 2, mesmerist 2, occultist 2, paladin 2, psychic 2, sorcerer/wizard 2, spiritualist 2, witch 2",,150.0,200.0,200.0,200.0,150.0
Scroll of Locate Object,"bard 2, cleric/oracle 3, sorcerer/wizard 2, witch 3, inquisitor 3, occultist 2, psychic 2, mesmerist 2, spiritualist 2, medium 2",Senses direction toward object (specific or type).,150.0,200.0,200.0,0.0,150.0
"Scroll of Share Language, Communal","bard 2, cleric/oracle 3, druid 3, sorcerer/wizard 3, occultist 3, psychic 2, mesmerist 2","As share language, but you may divide the duration among creatures touched.",375.0,450.0,200.0,0.0,200.0
Scroll of Bone Fists,"bloodrager 2, cleric/oracle 2, druid 2, psychic 2, shaman 2, sorcerer/wizard 2, witch 2",,150.0,200.0,0.0,0.0,150.0
Scroll of Bloodbath,"antipaladin 1, bloodrager 1, cleric/oracle 2, inquisitor 2, medium 1, psychic 2, sorcerer/wizard 2, spiritualist 2, witch 2"," Cause yourself and enemies to bleed.",150.0,200.0,0.0,0.0,150.0
Scroll of Contact Entity I,"cleric/oracle 2, medium 1, occultist 2, psychic 2, shaman 2, sorcerer/wizard 2, summoner/unchained summoner 2, witch 2"," Ask eldritch entities to find and converse with you.",150.0,200.0,0.0,0.0,150.0
Scroll of Detect Anxieties,"antipaladin 2, bard 3, cleric/oracle 3, inquisitor 3, medium 2, mesmerist 2, paladin 3, psychic 2, sorcerer/wizard 3, spiritualist 3, witch 3",Learn what makes creatures anxious.,375.0,450.0,525.0,525.0,375.0
Scroll of Detect Desires,"antipaladin 2, bard 2, cleric/oracle 3, inquisitor 3, medium 2, mesmerist 3, paladin 3, psychic 2, sorcerer/wizard 3, spiritualist 3, witch 3",Learn what creatures desire.,375.0,450.0,200.0,525.0,200.0
Scroll of Overstimulate,"alchemist 2, bard 2, bloodrager 2, cleric/oracle 2, druid 2, psychic 2, ranger 2, shaman 2, summoner/unchained summoner 2, witch 2",,150.0,0.0,200.0,200.0,150.0
Scroll of See Invisibility,"bard 3, sorcerer/wizard 2, alchemist 2, summoner/unchained summoner 2, witch 2, inquisitor 2, bloodrager 2, occultist 2, psychic 2, mesmerist 3, spiritualist 2",Reveals invisible creatures or objects.,150.0,200.0,525.0,0.0,150.0
Scroll of Speak with Animals,"bard 3, druid 1, ranger 1, psychic 2",You can communicate with animals.,25.0,0.0,525.0,25.0,25.0
Scroll of Stabilize Pressure,"alchemist 2, bloodrager 2, cleric/oracle 2, druid 2, paladin 2, psychic 2, ranger 2, shaman 2, summoner/unchained summoner 2",,150.0,0.0,0.0,200.0,150.0
Scroll of Suppress Charms And Compulsions,"bard 2, cleric/oracle 2, mesmerist 2, paladin 2, psychic 2, shaman 2, sorcerer/wizard 2",,150.0,200.0,200.0,200.0,150.0
Scroll of Diminish Resistance,"bard 2, cleric/oracle 2, inquisitor 2, magus 2, mesmerist 2, psychic 2, sorcerer/wizard 2, witch 2",Weaken a creature’s energy resistance.,150.0,200.0,200.0,0.0,150.0
Scroll of Summon Monster II,"bard 2, cleric/oracle 2, sorcerer/wizard 2, summoner/unchained summoner 2, witch 2, antipaladin 2, psychic 2, spiritualist 2, medium 2",(Evil creatures only.) Summons extraplanar creature to fight for you.,150.0,200.0,200.0,0.0,150.0
Scroll of Instant Armor,"cleric/oracle 2, paladin 2, psychic 2",Summon armor temporarily replacing your current attire.,150.0,0.0,0.0,200.0,150.0
Scroll of Returning Weapon,"bard 2, cleric/oracle 2, inquisitor 1, magus 1, ranger 1, sorcerer/wizard 2, witch 2, bloodrager 1, occultist 1, psychic 2",Grants a weapon the returning special weapon quality.,150.0,200.0,200.0,25.0,25.0
Scroll of Ally Across Time,"bard 2, cleric/oracle 2, inquisitor 2, medium 1, psychic 2, ranger 1, sorcerer/wizard 2",,150.0,200.0,200.0,25.0,25.0
Scroll of Cure Moderate Wounds,"bard 2, cleric/oracle 2, druid 3, paladin 3, ranger 3, witch 2, inquisitor 2, alchemist 2, shaman 2, occultist 2, spiritualist 2",Cures 2d8 damage + 1/level (max +10).,150.0,0.0,200.0,525.0,150.0
Scroll of Delay Poison,"bard 2, cleric/oracle 2, druid 2, paladin 2, ranger 1, alchemist 2, witch 2, inquisitor 2, shaman 2, occultist 2, mesmerist 2",Stops poison from harming target for 1 hour/level.,150.0,0.0,200.0,25.0,25.0
Scroll of Remove Paralysis,"cleric/oracle 2, paladin 2, inquisitor 2, shaman 2, spiritualist 2",Frees creatures from paralysis or slow effect.,150.0,0.0,0.0,200.0,150.0
"Scroll of Restoration, Lesser","cleric/oracle 2, druid 2, paladin 1, inquisitor 2, alchemist 2, shaman 2, mesmerist 2, spiritualist 2",Dispels magical ability penalty or repairs 1d4 ability damage.,150.0,0.0,0.0,25.0,25.0
Scroll of Blessing of Courage and Life,"cleric/oracle 2, paladin 2",Grants a +2 bonus on saves vs. fear and death.,150.0,0.0,0.0,200.0,150.0
Scroll of Web Shelter,"cleric/oracle 2, druid 2, ranger 2, sorcerer/wizard 2, summoner/unchained summoner 2, witch 2, shaman 2",Create a comfortable shelter made of webbing.,150.0,200.0,0.0,200.0,150.0
Scroll of Summon Cacodaemon,"cleric/oracle 2, sorcerer/wizard 2, summoner/unchained summoner 2, witch 2",,150.0,200.0,0.0,0.0,150.0
Scroll of Cloud Of Seasickness,"cleric/oracle 2, druid 2, sorcerer/wizard 2",,150.0,200.0,0.0,0.0,150.0
Scroll of Delay Disease,"alchemist 2, cleric/oracle 2, druid 2, inquisitor 2, paladin 2, ranger 2, witch 1, mesmerist 2",,150.0,0.0,0.0,200.0,150.0
Scroll of Soothing Word,"cleric/oracle 2, druid 2, inquisitor 2, paladin 2, ranger 3, witch 2",,150.0,0.0,0.0,200.0,150.0
Scroll of Lead Plating,"alchemist 3, cleric/oracle 2, druid 2, ranger 2, sorcerer/wizard 2, witch 2",,150.0,200.0,0.0,200.0,150.0
"Scroll of Water Walk, Communal","cleric/oracle 2, ranger 2, psychic 4","As water walk, but you may divide the duration among creatures touched.",150.0,0.0,0.0,200.0,150.0
Scroll of Hanspur's Flotsam Vessel,"cleric/oracle 2, druid 2, ranger 1, summoner/unchained summoner 1",,150.0,0.0,0.0,25.0,25.0
Scroll of Path Of Glory,"bard 2, cleric/oracle 2",Create an expanding glow that heals allies within it of 1 hp of damage.,150.0,0.0,200.0,0.0,150.0
Scroll of Instant Weapon,"bard 2, bloodrager 2, cleric/oracle 2, inquisitor 2, magus 2, sorcerer/wizard 2",,150.0,200.0,200.0,0.0,150.0
Scroll of Alter Summoned Monster,"antipaladin 2, bard 2, cleric/oracle 2, druid 2, ranger 2, sorcerer/wizard 2, summoner/unchained summoner 2, witch 2",,150.0,200.0,200.0,200.0,150.0
Scroll of Spiral Descent,"cleric/oracle 2, inquisitor 2",,150.0,0.0,0.0,0.0,150.0
Scroll of Healing Token,"cleric/oracle 2, druid 2, inquisitor 2, paladin 2, ranger 2, shaman 2",,150.0,0.0,0.0,200.0,150.0
Scroll of Rock Whip,"cleric/oracle 2, druid 2, magus 2, ranger 1, shaman 2, sorcerer/wizard 2, witch 2",,150.0,200.0,0.0,25.0,25.0
Scroll of Restful Cloak,"cleric/oracle 2, druid 2, occultist 2, paladin 2, ranger 2, shaman 2",,150.0,0.0,0.0,200.0,150.0
Scroll of Shackle,"cleric/oracle 2, inquisitor 2, ranger 2, sorcerer/wizard 2, summoner/unchained summoner 2",,150.0,200.0,0.0,200.0,150.0
Scroll of Chant,"cleric/oracle 2, paladin 2",,150.0,0.0,0.0,200.0,150.0
Scroll of Align Weapon,"cleric/oracle 2, inquisitor 2"," Weapon becomes good, evil, lawful, or chaotic.",150.0,0.0,0.0,0.0,150.0
Scroll of Consecrate,"cleric/oracle 2, inquisitor 2"," Fills area with positive energy, weakening undead.",150.0,0.0,0.0,0.0,150.0
Scroll of Darkness,"bard 2, cleric/oracle 2, sorcerer/wizard 2, inquisitor 2, antipaladin 2, magus 2, shaman 2, occultist 2",20-ft. radius of supernatural shadow.,150.0,200.0,200.0,0.0,150.0
Scroll of Death Knell,"antipaladin 1, cleric/oracle 2, inquisitor 2, witch 2, spiritualist 2","Kills dying creature; you gain 1d8 temporary hp, +2 to Str, and +1 caster level.",150.0,0.0,0.0,0.0,150.0
Scroll of Desecrate,"cleric/oracle 2, inquisitor 2, antipaladin 2",Fills area with negative energy; aids undead.,150.0,0.0,0.0,0.0,150.0
Scroll of Gentle Repose,"cleric/oracle 2, sorcerer/wizard 3, witch 2, shaman 2, occultist 3, spiritualist 2, medium 2",Preserves one corpse.,150.0,450.0,0.0,0.0,150.0
Scroll of Inflict Moderate Wounds,"antipaladin 3, cleric/oracle 2, inquisitor 2, witch 2, shaman 2, occultist 2, spiritualist 2","Touch attack, 2d8 damage +1/level (max +10).",150.0,0.0,0.0,0.0,150.0
Scroll of Sound Burst,"bard 2, cleric/oracle 2, occultist 2",Deals 1d8 sonic damage and may stun subjects.,150.0,0.0,200.0,0.0,150.0
Scroll of Spiritual Weapon,"cleric/oracle 2, inquisitor 2, shaman 2, spiritualist 2, medium 2", Magic weapon attacks on its own.,150.0,0.0,0.0,0.0,150.0
Scroll of Create Treasure Map,"bard 2, druid 3, ranger 2, sorcerer/wizard 2, occultist 2, psychic 2, medium 2",Creates treasure map out of a creature’s corpse.,150.0,200.0,200.0,200.0,150.0
Scroll of Ghostbane Dirge,"bard 2, cleric/oracle 2, inquisitor 2, paladin 1, shaman 2, occultist 2",Incorporeal creature takes half damage from nonmagical weapons.,150.0,0.0,200.0,25.0,25.0
Scroll of Grace,"cleric/oracle 2, paladin 1",Movement doesn't provoke attacks of opportunity.,150.0,0.0,0.0,25.0,25.0
Scroll of Oracle's Burden,oracle 2,(Oracle only.) Creature is affected by negative oracle's curse effects.,0.0,0.0,0.0,0.0,0.0
Scroll of Weapon of Awe,"cleric/oracle 2, inquisitor 2, paladin 2, occultist 2",Weapon gets +2 on damage rolls.,150.0,0.0,0.0,200.0,150.0
Scroll of Trail of the Rose,"bard 2, cleric/oracle 2",,150.0,0.0,200.0,0.0,150.0
"Scroll of Animate Dead, Lesser","cleric/oracle 2, sorcerer/wizard 3, shaman 2, occultist 2, spiritualist 2",Create one skeleton or zombie.,150.0,450.0,0.0,0.0,150.0
Scroll of Arrow of Law,"cleric/oracle 2, paladin 2",Harm and possibly daze chaotic creatures.,150.0,0.0,0.0,200.0,150.0
Scroll of Dread Bolt,cleric/oracle 2,Harm and possibly sicken good creatures.,150.0,0.0,0.0,0.0,150.0
Scroll of Imbue with Aura,cleric/oracle 2,Target emulates your cleric aura.,150.0,0.0,0.0,0.0,150.0
Scroll of Masterwork Transformation,"bard 2, cleric/oracle 2, druid 2, sorcerer/wizard 2, witch 2, occultist 2",Make a normal item into a masterwork one.,150.0,200.0,200.0,0.0,150.0
Scroll of Shard of Chaos,cleric/oracle 2,Harm and possibly slow lawful creatures.,150.0,0.0,0.0,0.0,150.0
Scroll of Spear Of Purity,cleric/oracle 2,Harm and possibly blind evil creatures.,150.0,0.0,0.0,0.0,150.0
Scroll of Surmount Affliction,"cleric/oracle 2, inquisitor 2, spiritualist 2",Temporarily suppress one condition.,150.0,0.0,0.0,0.0,150.0
Scroll of Staggering Fall,"cleric/oracle 2, sorcerer/wizard 2, witch 2",,150.0,200.0,0.0,0.0,150.0
Scroll of Snow Shape,"cleric/oracle 2, druid 1, sorcerer/wizard 2",,25.0,200.0,0.0,0.0,25.0
Scroll of Martyr's Bargain,"cleric/oracle 2, paladin 2",,150.0,0.0,0.0,200.0,150.0
Scroll of Instrument of Agony,"cleric/oracle 2, inquisitor 2","Weapon exudes divine fury, granting a bonus on Intimidate checks.",150.0,0.0,0.0,0.0,150.0
Scroll of Magic Siege Engine,"antipaladin 2, cleric/oracle 2, inquisitor 2, paladin 2, sorcerer/wizard 2, occultist 2",Siege engine gains +1 on targeting and damage rolls.,150.0,200.0,0.0,200.0,150.0
"Scroll of Protection from Chaos, Communal","cleric/oracle 2, inquisitor 2, paladin 2, sorcerer/wizard 2, summoner/unchained summoner 2","As protection from chaos, but you may divide the duration among creatures touched.",150.0,200.0,0.0,200.0,150.0
